City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
87,sisimiut,66.9395,-53.6735,0.31,62,54,5.5,GL,2023-11-01 09:44:46
88,nevesinje,43.2586,18.1133,10.48,54,99,1.5,BA,2023-11-01 09:44:47
89,airuk,7.2772,168.8203,28.55,73,100,3.03,MH,2023-11-01 09:44:47
90,beaumont,30.0861,-94.1019,5.13,90,0,1.54,US,2023-11-01 09:44:35
91,margaret river,-33.95,115.0667,16.91,72,4,7.39,AU,2023-11-01 09:44:47
92,sarmiento,-45.5882,-69.07,7.12,49,0,0.46,AR,2023-11-01 09:44:47
93,buurhakaba,2.8026,44.0781,29.83,58,92,2.23,SO,2023-11-01 09:44:48
94,tralee,52.2704,-9.7026,10.14,76,75,7.2,IE,2023-11-01 09:44:48
95,simenqian,27.4872,110.8861,20.67,65,30,0.82,CN,2023-11-01 09:44:48
96,tynda,55.1667,124.7167,-15.66,93,54,1.25,RU,2023-11-01 09:44:48
97,kimberley,-28.7323,24.7623,19.83,42,0,3.09,ZA,2023-11-01 09:44:49
98,sikonge,-5.6333,32.7667,32.86,25,78,3.36,TZ,2023-11-01 09:44:49
99,bredasdorp,-34.5322,20.0403,21.9,56,100,8.44,ZA,2023-11-01 09:44:49
100,tiksi,71.6872,128.8694,-9.17,95,100,6.95,RU,2023-11-01 09:44:49
101,kruisfontein,-34.0033,24.7314,22.16,49,19,8.06,ZA,2023-11-01 09:44:49
102,pangody,65.85,74.4859,-9.58,93,100,4.4,RU,2023-11-01 09:44:50
103,chinchilla,-26.75,150.6333,21.92,46,28,6.5,AU,2023-11-01 09:44:50
104,bairnsdale,-37.8333,147.6167,10.22,89,0,0.45,AU,2023-11-01 09:44:50
105,islamabad,33.7104,73.1338,26.58,59,96,3.07,PK,2023-11-01 09:42:41
106,el calafate,-50.3408,-72.2768,4.53,53,5,2.54,AR,2023-11-01 09:44:51
107,boa esperanca,-21.09,-45.5658,22.34,82,100,1.09,BR,2023-11-01 09:44:51
108,nar'yan-mar,67.6713,53.087,-10.5,97,46,2.68,RU,2023-11-01 09:44:51
109,ponta delgada,37.7333,-25.6667,20.4,83,40,9.77,PT,2023-11-01 09:44:51
110,sebin karahisar,40.2883,38.4236,18.7,37,100,1.48,TR,2023-11-01 09:44:51
111,west island,-12.1568,96.8225,27.99,74,94,7.2,CC,2023-11-01 09:44:52
112,metlili chaamba,32.2667,3.6333,27.52,15,100,1.54,DZ,2023-11-01 09:44:52
113,mil'kovo,55.6078,37.7956,16.73,76,97,5.44,RU,2023-11-01 09:44:52
114,carnarvon,-24.8667,113.6333,22.33,73,0,8.58,AU,2023-11-01 09:44:52
115,estacion santa engracia,24.0159,-99.2015,11.78,41,100,4.71,MX,2023-11-01 09:44:52
116,california,38.3004,-76.5074,7.04,85,0,3.6,US,2023-11-01 09:39:51
117,puerto baquerizo moreno,-0.9,-89.6,22.69,78,89,4.4,EC,2023-11-01 09:44:53
118,bou hanifia el hamamat,35.3147,-0.0504,20.74,57,100,2.82,DZ,2023-11-01 09:44:53
119,st. john's,47.5649,-52.7093,0.5,88,75,3.6,CA,2023-11-01 09:44:53
120,alesund,62.4723,6.1549,4.86,52,0,4.12,NO,2023-11-01 09:41:29
121,bad laasphe,50.9333,8.4,12.25,91,100,2.97,DE,2023-11-01 09:44:54
122,guerrero negro,27.9769,-114.0611,20.01,61,95,1.63,MX,2023-11-01 09:44:54
123,gobabis,-22.45,18.9667,31.25,25,0,5.37,NA,2023-11-01 09:44:54
124,luanda,-8.8368,13.2343,27.0,78,75,1.03,AO,2023-11-01 09:44:54
125,hamilton,39.1834,-84.5333,1.35,79,100,3.6,US,2023-11-01 09:44:54
126,muisne,0.6,-80.0333,24.64,89,100,4.44,EC,2023-11-01 09:44:55
127,cannonvale,-20.2833,148.7,23.66,75,5,3.37,AU,2023-11-01 09:44:55
128,bilibino,68.0546,166.4372,-17.83,97,44,2.23,RU,2023-11-01 09:44:55
129,midvagur,62.0511,-7.1939,2.46,87,40,6.17,FO,2023-11-01 09:44:55
130,fortuna,40.5982,-124.1573,7.51,100,0,5.14,US,2023-11-01 09:44:55
131,karasburg,-28.0167,18.75,27.12,22,42,8.94,NA,2023-11-01 09:44:56
132,yaren,-0.5472,166.916,28.67,72,83,2.03,NR,2023-11-01 09:44:56
133,san-pedro,4.7485,-6.6363,28.61,71,78,2.97,CI,2023-11-01 09:44:56
134,praia da vitoria,38.7333,-27.0667,20.14,73,20,6.76,PT,2023-11-01 09:44:56
135,ta`u,-14.2336,-169.5144,26.7,83,100,8.99,AS,2023-11-01 09:44:56
136,petropavlovsk-kamchatsky,53.0452,158.6483,1.36,63,75,1.0,RU,2023-11-01 09:44:57
137,port mathurin,-19.6833,63.4167,29.05,65,20,8.23,MU,2023-11-01 09:44:57
138,sanibel,26.449,-82.0223,22.22,91,2,1.34,US,2023-11-01 09:44:57
139,mpika,-11.8343,31.4529,30.6,30,34,4.38,ZM,2023-11-01 09:44:57
140,queenstown,-31.8976,26.8753,21.75,23,12,1.67,ZA,2023-11-01 09:44:58
141,vorgashor,67.5833,63.95,-10.38,96,100,1.77,RU,2023-11-01 09:44:58
142,ushuaia,-54.8,-68.3,4.81,56,0,4.12,AR,2023-11-01 09:44:58
143,hermanus,-34.4187,19.2345,21.83,57,100,6.02,ZA,2023-11-01 09:44:58
144,luderitz,-26.6481,15.1594,22.54,53,27,4.87,NA,2023-11-01 09:44:58
145,mogok,22.9167,96.5,20.26,95,80,0.3,MM,2023-11-01 09:44:59
146,akureyri,65.6835,-18.0878,-11.04,92,0,3.09,IS,2023-11-01 09:44:59
147,choibalsan,48.0667,114.5,0.2,88,100,5.41,MN,2023-11-01 09:44:59
148,macon,39.8667,-88.9668,-2.14,94,7,2.87,US,2023-11-01 09:42:07
149,ust-nera,64.5667,143.2,-13.6,98,100,1.8,RU,2023-11-01 09:45:00
150,aasiaat,68.7098,-52.8699,0.96,64,92,8.95,GL,2023-11-01 09:45:00
151,el casar,38.5309,-5.9251,14.44,71,80,7.83,ES,2023-11-01 09:45:00
152,nouadhibou,20.931,-17.0347,22.99,73,50,5.14,MR,2023-11-01 09:45:00
153,nova sintra,14.8667,-24.7167,24.32,76,65,4.81,CV,2023-11-01 09:45:00
154,jimo,36.3897,120.4622,22.88,60,0,3.0,CN,2023-11-01 09:45:01
155,port arthur,38.8,121.2667,17.12,70,0,2.66,CN,2023-11-01 09:45:01
156,el bauga,18.262,33.9081,35.25,22,28,5.79,SD,2023-11-01 09:45:01
157,bamboo flat,11.7,92.7167,28.05,78,75,2.06,IN,2023-11-01 09:45:01
158,zemio,5.0314,25.1361,26.84,80,100,1.7,CF,2023-11-01 09:45:02
159,east ballina,-28.8667,153.5833,16.56,66,99,6.45,AU,2023-11-01 09:45:03
160,fort bragg,35.139,-79.006,7.12,86,0,4.12,US,2023-11-01 09:45:03
161,sason,38.3364,41.413,23.6,30,86,2.49,TR,2023-11-01 09:45:04
162,lerwick,60.1545,-1.1494,4.0,54,46,4.61,GB,2023-11-01 09:45:04
163,horta,38.5333,-28.6333,20.01,88,75,8.23,PT,2023-11-01 09:45:05
164,shaoxing,30.011,120.5715,23.97,47,0,1.74,CN,2023-11-01 09:45:05
165,lazaro cardenas,17.9583,-102.2,24.87,91,65,2.34,MX,2023-11-01 09:45:06
166,luchegorsk,46.4764,134.2569,0.17,60,80,1.69,RU,2023-11-01 09:45:06
167,los andes,-32.8337,-70.5983,9.45,71,100,0.43,CL,2023-11-01 09:45:07
168,waingapu,-9.6567,120.2641,29.04,62,15,5.82,ID,2023-11-01 09:45:07
169,chonchi,-42.6128,-73.8092,5.07,96,23,0.36,CL,2023-11-01 09:45:07
170,rio verde de mato grosso,-18.9181,-54.8442,25.23,72,30,1.71,BR,2023-11-01 09:45:08
171,timmins,48.4669,-81.3331,-5.1,63,100,1.54,CA,2023-11-01 09:43:12
172,guiratinga,-16.3494,-53.7583,26.56,54,99,1.74,BR,2023-11-01 09:45:09
173,kousseri,12.0769,15.0306,35.98,16,100,6.69,CM,2023-11-01 09:45:09
174,saint-pierre,-21.3393,55.4781,28.82,70,0,10.29,RE,2023-11-01 09:45:09
175,khandyga,62.6667,135.6,-13.24,98,100,0.78,RU,2023-11-01 09:45:10
176,hacienda huancane,-15.8222,-70.8856,1.05,56,14,1.37,PE,2023-11-01 09:45:10
177,phillip island,-38.4835,145.231,13.6,76,6,5.16,AU,2023-11-01 09:45:11
178,zhangye,38.9342,100.4517,16.64,18,5,6.36,CN,2023-11-01 09:45:11
179,syas'stroy,60.1367,32.5691,5.23,98,100,3.28,RU,2023-11-01 09:45:11
180,iskateley,67.6803,53.1512,-10.55,97,50,2.68,RU,2023-11-01 09:45:12
181,menongue,-14.6585,17.691,34.1,25,30,3.09,AO,2023-11-01 09:45:12
182,vilyuysk,63.7553,121.6247,-15.0,96,100,1.79,RU,2023-11-01 09:45:12
183,dauphin,51.1494,-100.0502,-2.92,74,100,5.14,CA,2023-11-01 09:45:13
184,geraldton,-28.7667,114.6,24.23,50,0,10.29,AU,2023-11-01 09:45:13
185,selfoss,63.9331,-20.9971,1.14,61,16,4.05,IS,2023-11-01 09:45:14
186,lyskovo,56.0328,45.0422,12.8,81,63,6.54,RU,2023-11-01 09:45:14
187,bonthe,7.5264,-12.505,25.71,80,100,4.08,SL,2023-11-01 09:45:14
188,ancud,-41.8697,-73.8203,6.03,91,92,2.81,CL,2023-11-01 09:45:15
189,egilsstadir,65.2653,-14.3948,-1.05,100,100,1.03,IS,2023-11-01 09:45:15
190,olyokminsk,60.3736,120.4264,-15.58,75,100,2.52,RU,2023-11-01 09:45:15
191,lebu,-37.6167,-73.65,7.96,88,79,1.31,CL,2023-11-01 09:45:15
192,primorsko-akhtarsk,46.0497,38.1747,20.9,38,74,3.48,RU,2023-11-01 09:45:16
193,christchurch,-43.5333,172.6333,14.74,88,79,3.09,NZ,2023-11-01 09:42:43
194,galappo,-4.2667,35.85,26.14,46,81,4.64,TZ,2023-11-01 09:45:17
195,klyuchi,52.2667,79.1667,2.84,95,100,3.82,RU,2023-11-01 09:45:17
196,acapulco de juarez,16.8634,-99.8901,24.43,91,78,2.28,MX,2023-11-01 09:42:54
197,katabu,-4.9333,122.5167,26.61,79,100,2.26,ID,2023-11-01 09:45:18
198,brisas de zicatela,15.8369,-97.0419,24.35,74,62,2.26,MX,2023-11-01 09:45:18
199,sao joao da barra,-21.6403,-41.0511,25.05,93,100,2.82,BR,2023-11-01 09:45:18
200,betio village,1.358,172.9211,29.02,70,40,1.45,KI,2023-11-01 09:45:18
201,shenjiamen,29.9576,122.298,20.95,71,0,4.86,CN,2023-11-01 09:45:19
202,argo,37.6333,22.7333,24.32,46,90,0.49,GR,2023-11-01 09:45:19
203,holualoa,19.6228,-155.9522,23.91,81,0,3.09,US,2023-11-01 09:45:20
204,baglung,28.2719,83.5898,23.31,52,65,2.49,NP,2023-11-01 09:45:20
205,kittila,67.6647,24.8936,-12.92,92,0,1.54,FI,2023-11-01 09:45:20
206,nadym,65.5333,72.5167,-8.75,94,100,4.83,RU,2023-11-01 09:45:21
207,jiwani,25.05,61.7417,29.8,52,0,4.22,PK,2023-11-01 09:44:12
208,calvinia,-31.4707,19.776,25.9,21,0,3.6,ZA,2023-11-01 09:45:21
209,nemuro,43.3236,145.575,13.15,86,67,8.1,JP,2023-11-01 09:45:21
210,kayangel,8.0823,134.7173,28.79,75,65,3.77,PW,2023-11-01 09:45:22
211,afaahiti,-17.75,-149.2833,24.93,84,84,10.71,PF,2023-11-01 09:45:22
212,dabou,5.3256,-4.3769,28.34,72,92,3.64,CI,2023-11-01 09:45:22
213,stanley,54.868,-1.6985,10.95,95,100,2.06,GB,2023-11-01 09:45:23
214,frederico westphalen,-27.3592,-53.3944,17.68,94,8,0.95,BR,2023-11-01 09:45:23
215,rice lake,45.5061,-91.7382,-6.18,91,0,2.06,US,2023-11-01 09:45:23
216,myeik,12.4333,98.6,28.81,77,100,1.04,MM,2023-11-01 09:45:24
217,remire-montjoly,4.9167,-52.2667,28.02,83,75,1.54,GF,2023-11-01 09:45:24
218,agat village,13.3886,144.6585,29.09,85,20,3.09,GU,2023-11-01 09:45:24
219,saipan,15.1355,145.701,28.39,78,20,4.12,MP,2023-11-01 09:45:25
220,shahr-e babak,30.1165,55.1186,20.96,27,66,1.99,IR,2023-11-01 09:45:25
221,hadibu,12.65,54.0333,28.39,64,100,5.45,YE,2023-11-01 09:45:25
222,hasaki,35.7333,140.8333,18.22,69,0,4.92,JP,2023-11-01 09:45:26
223,antofagasta,-23.65,-70.4,16.6,78,57,1.51,CL,2023-11-01 09:44:21
224,zhaotong,27.3167,103.7167,18.44,59,24,0.42,CN,2023-11-01 09:45:26
225,cuamba,-14.8031,36.5372,32.8,36,94,2.23,MZ,2023-11-01 09:45:26
226,kapuskasing,49.4169,-82.4331,-6.95,79,100,4.12,CA,2023-11-01 09:45:27
227,palmer,42.1584,-72.3287,3.65,73,91,1.79,US,2023-11-01 09:45:27
228,tsiombe,-25.3,45.4833,24.93,77,100,7.47,MG,2023-11-01 09:45:27
229,labrador city,52.9463,-66.9114,-9.05,86,0,3.6,CA,2023-11-01 09:45:27
230,alofi,-19.0595,-169.9187,24.94,88,21,6.69,NU,2023-11-01 09:45:28
231,saudarkrokur,65.7461,-19.6394,-0.72,54,95,2.09,IS,2023-11-01 09:45:28
232,east london,-33.0153,27.9116,20.75,60,16,6.91,ZA,2023-11-01 09:45:28
233,sarupathar,26.1984,93.8094,32.12,77,0,1.09,IN,2023-11-01 09:45:29
234,altai,46.3722,96.2583,-1.15,84,100,3.91,MN,2023-11-01 09:45:29
235,khovd,48.0056,91.6419,6.52,29,81,7.19,MN,2023-11-01 09:45:29
236,villa gesell,-37.2639,-56.973,10.03,66,8,6.59,AR,2023-11-01 09:45:30
237,polyarnyy,69.1989,33.4478,-3.85,94,57,4.64,RU,2023-11-01 09:45:30
238,tadine,-21.55,167.8833,19.8,67,9,4.34,NC,2023-11-01 09:45:30
239,kharkhorin,47.1975,102.8238,3.68,95,100,2.62,MN,2023-11-01 09:45:31
240,laguna,38.421,-121.4238,14.97,80,0,1.54,US,2023-11-01 09:45:31
241,andergrove,-21.0833,149.1833,22.3,75,32,4.53,AU,2023-11-01 09:45:32
242,tataouine,32.9297,10.4518,32.27,13,76,5.78,TN,2023-11-01 09:45:32
243,whittlesea,-32.1759,26.8244,21.57,25,9,0.85,ZA,2023-11-01 09:45:32
244,upington,-28.4478,21.2561,26.21,22,0,6.69,ZA,2023-11-01 09:45:32
245,mogocha,53.7333,119.7667,-8.04,51,91,1.43,RU,2023-11-01 09:45:33
246,hafar al-batin,28.4328,45.9708,32.32,19,20,2.57,SA,2023-11-01 09:45:33
247,mount gambier,-37.8333,140.7667,8.94,89,41,2.52,AU,2023-11-01 09:45:33
248,santander jimenez,24.2167,-98.4667,13.61,26,100,4.69,MX,2023-11-01 09:45:34
249,carutapera,-1.195,-46.02,27.87,75,14,4.04,BR,2023-11-01 09:45:34
250,feijo,-8.1642,-70.3536,22.19,96,100,0.25,BR,2023-11-01 09:45:34
251,contamana,-7.3333,-75.0167,22.52,98,100,0.98,PE,2023-11-01 09:45:35
252,georgetown,5.4112,100.3354,28.9,89,40,3.09,MY,2023-11-01 09:43:54
253,gadzhiyevo,69.2551,33.3362,-4.59,94,48,4.9,RU,2023-11-01 09:45:35
254,talalayivka,50.9578,31.9209,14.51,85,100,3.6,UA,2023-11-01 09:45:36
255,thompson,55.7435,-97.8558,-3.91,86,100,2.57,CA,2023-11-01 09:45:36
256,port macquarie,-31.4333,152.9167,18.27,61,66,1.57,AU,2023-11-01 09:45:37
257,haiku-pauwela,20.9219,-156.3051,23.91,75,40,2.57,US,2023-11-01 09:45:37
258,kargasok,59.0556,80.8572,-9.46,87,100,1.79,RU,2023-11-01 09:45:38
259,margate,51.3813,1.3862,14.06,89,100,3.58,GB,2023-11-01 09:42:55
260,vorkuta,67.5,64.0,-10.09,96,100,1.69,RU,2023-11-01 09:45:38
261,rundu,-17.9333,19.7667,36.92,19,2,3.42,NA,2023-11-01 09:45:39
262,nuuk,64.1835,-51.7216,7.34,45,75,3.09,GL,2023-11-01 09:45:39
263,mitu,1.1983,-70.1733,22.29,97,74,0.65,CO,2023-11-01 09:45:39
264,torre de moncorvo,41.1792,-7.0358,14.84,85,100,1.79,PT,2023-11-01 09:45:39
265,smithers,54.7804,-127.1743,-0.82,80,100,1.54,CA,2023-11-01 09:45:40
266,murray bridge,-35.1167,139.2667,11.85,79,0,5.61,AU,2023-11-01 09:45:40
267,sao gabriel da cachoeira,-0.1303,-67.0892,22.09,99,98,0.81,BR,2023-11-01 09:45:40
268,srandakan,-7.9386,110.2506,27.81,78,24,4.96,ID,2023-11-01 09:45:41
269,namibe,-15.1961,12.1522,24.69,52,6,3.84,AO,2023-11-01 09:45:41
270,marka,1.7159,44.7717,29.74,63,42,4.35,SO,2023-11-01 09:45:41
271,tofol,5.3248,163.0078,28.51,69,46,1.27,FM,2023-11-01 09:45:41
272,chicoana,-25.1009,-65.5331,15.03,91,92,1.48,AR,2023-11-01 09:45:42
273,maceio,-9.6658,-35.7353,24.69,88,75,2.06,BR,2023-11-01 09:40:57
274,lihue,21.9789,-159.3672,22.58,82,0,4.12,US,2023-11-01 09:45:42
275,qandala,11.472,49.8728,27.79,76,86,5.73,SO,2023-11-01 09:45:42
276,flekkefjord,58.2971,6.6607,1.64,84,97,7.07,NO,2023-11-01 09:45:43
277,al kharj,24.155,47.3346,32.32,28,5,4.11,SA,2023-11-01 09:45:43
278,pariaman,-0.619,100.12,28.03,87,72,2.07,ID,2023-11-01 09:43:01
279,huarmey,-10.0681,-78.1522,18.6,90,99,2.64,PE,2023-11-01 09:45:43
280,itaituba,-4.2761,-55.9836,25.58,58,77,0.76,BR,2023-11-01 09:44:07
281,alice springs,-23.7,133.8833,29.75,12,26,6.69,AU,2023-11-01 09:45:44
282,naryn,41.4287,75.9911,8.34,30,25,1.28,KG,2023-11-01 09:45:44
283,portland,45.5234,-122.6762,10.67,73,100,1.34,US,2023-11-01 09:39:45
284,andratx,39.5755,2.4202,23.02,39,12,11.19,ES,2023-11-01 09:45:45
285,quellon,-43.1167,-73.6167,6.63,88,5,3.03,CL,2023-11-01 09:45:45
286,ilha solteira,-20.4328,-51.3425,23.11,86,100,1.94,BR,2023-11-01 09:45:46
287,jayapura,-2.5333,140.7,26.66,82,100,1.67,ID,2023-11-01 09:45:46
288,santa elena de uairen,4.6167,-61.1333,20.17,73,38,1.57,VE,2023-11-01 09:45:46
289,saynshand,44.8824,110.1163,13.85,34,78,3.78,MN,2023-11-01 09:45:46
290,pacific grove,36.6177,-121.9166,18.69,40,0,1.54,US,2023-11-01 09:45:47
291,yemetsk,63.4721,41.7941,-2.61,80,84,2.5,RU,2023-11-01 09:45:47
292,arraial do cabo,-22.9661,-42.0278,23.98,88,75,2.06,BR,2023-11-01 09:45:47
293,emerald,-23.5333,148.1667,33.26,13,81,8.76,AU,2023-11-01 09:45:47
294,bardai,11.65,7.2333,30.45,18,99,5.19,NG,2023-11-01 09:45:48
295,buka,40.8108,69.1986,17.94,41,41,3.63,UZ,2023-11-01 09:45:48
296,kilju,40.9642,129.3278,10.72,91,48,1.63,KP,2023-11-01 09:45:48
297,taro,-8.3862,115.28,25.0,80,98,1.54,ID,2023-11-01 09:45:49
298,tangalle,6.024,80.7911,27.09,74,73,2.52,LK,2023-11-01 09:45:49
299,zeya,53.75,127.2667,-4.17,35,58,1.15,RU,2023-11-01 09:45:49
300,saint-philippe,-21.3585,55.7679,31.17,78,58,5.47,RE,2023-11-01 09:45:49
301,kingston,17.997,-76.7936,27.53,94,40,2.06,JM,2023-11-01 09:42:46
302,jalai nur,49.45,117.7,-0.26,99,100,2.25,CN,2023-11-01 09:45:50
303,ujae,8.9322,165.7642,28.1,79,70,5.99,MH,2023-11-01 09:45:50
304,cody,44.5263,-109.0565,-0.55,71,0,2.57,US,2023-11-01 09:45:50
305,punta arenas,-53.15,-70.9167,4.06,65,0,10.8,CL,2023-11-01 09:41:04
306,yuzhno-kurilsk,44.0306,145.8556,14.1,75,82,5.03,RU,2023-11-01 09:45:51
307,harstad,68.799,16.5293,0.64,95,22,3.58,NO,2023-11-01 09:45:51
308,sitka,57.0531,-135.33,5.94,87,100,0.0,US,2023-11-01 09:45:51
309,burao,9.5221,45.5336,23.05,64,100,1.37,SO,2023-11-01 09:45:52
310,naze,28.3667,129.4833,22.51,66,9,4.39,JP,2023-11-01 09:45:52
311,pak phanang,8.3511,100.202,25.01,96,100,3.46,TH,2023-11-01 09:45:52
312,laojunmiao,39.8333,97.7333,11.34,31,78,9.04,CN,2023-11-01 09:45:53
313,manta,-0.95,-80.7333,23.88,88,100,5.14,EC,2023-11-01 09:45:53
314,bayanhongor,46.7167,100.1167,0.11,74,100,4.17,MN,2023-11-01 09:45:53
315,arteche,12.2645,125.4048,27.21,85,99,2.31,PH,2023-11-01 09:45:54
316,namsos,64.4662,11.4957,1.03,86,100,3.09,NO,2023-11-01 09:45:54
317,lorengau,-2.0226,147.2712,27.0,79,22,0.36,PG,2023-11-01 09:45:54
318,la sarre,48.8002,-79.1996,-7.2,87,9,1.5,CA,2023-11-01 09:45:55
319,kenora,49.8167,-94.4337,-6.46,86,40,6.17,CA,2023-11-01 09:45:55
320,puerto quijarro,-17.7833,-57.7667,26.48,65,66,0.28,BO,2023-11-01 09:45:55
321,gopalpur,19.2667,84.9167,28.01,64,89,4.18,IN,2023-11-01 09:45:56
322,dudinka,69.4058,86.1778,-16.85,97,94,0.89,RU,2023-11-01 09:45:56
323,sidi khaled,34.387,4.9879,25.86,31,75,2.83,DZ,2023-11-01 09:45:56
324,dondo,-19.6094,34.7431,19.73,76,100,4.0,MZ,2023-11-01 09:45:56
325,port lincoln,-34.7333,135.8667,13.17,76,39,6.86,AU,2023-11-01 09:45:56
326,fort st. john,56.2499,-120.8529,-1.06,86,100,1.54,CA,2023-11-01 09:45:57
327,gigante,2.3868,-75.5453,19.7,91,98,0.64,CO,2023-11-01 09:45:57
328,biharamulo,-2.6319,31.3089,28.59,35,97,3.77,TZ,2023-11-01 09:45:57
329,arkhangel'sk,64.5401,40.5433,-4.37,83,17,1.89,RU,2023-11-01 09:45:57
330,ormond-by-the-sea,29.3491,-81.0665,18.94,81,100,5.14,US,2023-11-01 09:45:58
331,el porvenir,13.7617,-87.3458,19.9,96,100,1.91,HN,2023-11-01 09:45:58
332,mariehamn,60.0973,19.9348,2.68,93,75,2.06,AX,2023-11-01 09:45:58
333,coquimbo,-29.9533,-71.3436,12.85,87,75,1.03,CL,2023-11-01 09:45:58
334,alappuzha,9.49,76.3264,28.89,73,95,3.87,IN,2023-11-01 09:45:59
335,middelburg,-25.7751,29.4648,18.01,37,2,0.8,ZA,2023-11-01 09:45:59
336,qarazhal,48.0078,70.7903,5.39,80,100,6.89,KZ,2023-11-01 09:45:59
337,pandan,14.0453,124.1694,27.22,86,94,1.7,PH,2023-11-01 09:45:59
338,lamu,-2.2717,40.902,29.12,69,71,4.73,KE,2023-11-01 09:46:00
339,balakhta,55.38,91.6,-4.62,90,98,0.34,RU,2023-11-01 09:46:00
340,fort beaufort,-32.7748,26.6338,23.08,37,9,3.13,ZA,2023-11-01 09:46:00
341,port alfred,-33.5906,26.891,20.1,81,42,2.68,ZA,2023-11-01 09:46:01
342,prince rupert,54.3161,-130.3201,6.83,79,20,5.14,CA,2023-11-01 09:46:01
343,bikenibeu village,1.3673,173.1241,28.98,74,75,2.57,KI,2023-11-01 09:46:01
344,keflavik,64.0049,-22.5624,2.95,75,0,5.14,IS,2023-11-01 09:46:01
345,haldibari,26.3333,88.7667,29.7,51,97,0.36,IN,2023-11-01 09:46:02
346,huetamo de nunez,18.5833,-100.8833,22.36,93,81,0.79,MX,2023-11-01 09:46:02
347,new norfolk,-42.7826,147.0587,13.72,83,0,1.46,AU,2023-11-01 09:46:02
348,daur,26.4583,68.3192,35.95,13,21,2.81,PK,2023-11-01 09:46:03
349,quiindy,-25.9667,-57.2667,20.6,88,81,2.76,PY,2023-11-01 09:46:03
350,constantia,44.1833,28.65,17.61,62,100,5.6,RO,2023-11-01 09:46:03
351,talnakh,69.4865,88.3972,-18.22,98,93,2.98,RU,2023-11-01 09:46:04
352,varena,54.2167,24.5667,8.5,82,100,5.02,LT,2023-11-01 09:46:04
353,eforie sud,44.0229,28.6494,17.67,61,100,5.84,RO,2023-11-01 09:46:05
354,broken hill,-31.95,141.4333,18.54,24,0,4.43,AU,2023-11-01 09:46:05
355,santa ana de yacuma,-13.75,-65.4333,23.73,84,31,2.02,BO,2023-11-01 09:46:05
356,castillos,-34.1667,-53.8333,10.64,93,100,5.11,UY,2023-11-01 09:46:06
357,bengkulu,-3.8004,102.2655,25.63,92,97,2.99,ID,2023-11-01 09:46:06
358,klaksvik,62.2266,-6.589,2.51,57,62,12.08,FO,2023-11-01 09:46:07
359,labytnangi,66.6572,66.4183,-8.89,97,100,1.11,RU,2023-11-01 09:46:07
360,chernyshevskiy,63.0128,112.4714,-24.44,100,98,1.39,RU,2023-11-01 09:46:08
361,francistown,-21.17,27.5079,17.74,70,99,6.97,BW,2023-11-01 09:46:08
362,korla,41.7597,86.1469,18.21,15,12,3.65,CN,2023-11-01 09:46:08
363,dunay,42.8803,132.3375,4.84,75,76,8.31,RU,2023-11-01 09:46:09
364,pamanukan,-6.2842,107.8106,30.42,61,50,3.25,ID,2023-11-01 09:46:09
365,cabrero,-37.0333,-72.4,5.57,83,99,0.37,CL,2023-11-01 09:42:49
366,slave lake,55.2834,-114.769,-3.01,86,100,1.03,CA,2023-11-01 09:46:10
367,mount pearl,47.5166,-52.7813,0.04,90,75,3.6,CA,2023-11-01 09:46:10
368,as sulayyil,20.4607,45.5779,32.14,24,5,4.31,SA,2023-11-01 09:46:11
369,minas de marcona,-15.2119,-75.1103,13.23,82,88,3.88,PE,2023-11-01 09:46:11
370,ranipur,27.2879,68.5051,36.53,14,11,3.65,PK,2023-11-01 09:46:11
371,salalah,17.0151,54.0924,30.05,58,20,4.12,OM,2023-11-01 09:46:12
372,pitiquito,30.7,-112.0833,18.7,33,0,2.12,MX,2023-11-01 09:46:12
373,springs,-26.25,28.4,19.26,73,4,2.67,ZA,2023-11-01 09:45:58
374,buala,-8.145,159.5921,27.06,81,93,1.72,SB,2023-11-01 09:46:13
375,almeirim,-1.5233,-52.5817,24.41,88,45,2.13,BR,2023-11-01 09:46:13
376,marsa alam,25.0757,34.8918,29.8,50,0,5.2,EG,2023-11-01 09:46:13
377,santa terezinha,-29.9002,-50.0904,18.59,92,98,6.06,BR,2023-11-01 09:46:14
378,gaiman,-43.2897,-65.4929,5.71,72,0,3.66,AR,2023-11-01 09:46:14
379,turpan,42.9333,89.1667,20.77,27,34,0.46,CN,2023-11-01 09:46:15
380,port saint john's,-31.6229,29.5448,21.25,59,11,6.15,ZA,2023-11-01 09:46:15
381,mesquite,32.7668,-96.5992,4.23,65,0,1.34,US,2023-11-01 09:41:47
382,araguaina,-7.1911,-48.2072,28.11,36,45,0.74,BR,2023-11-01 09:42:58
383,kone,-21.0595,164.8658,20.26,70,6,2.01,NC,2023-11-01 09:46:16
384,al mutayrifi,25.4788,49.5576,34.19,31,3,2.19,SA,2023-11-01 09:46:17
385,sao vicente,-23.9631,-46.3919,23.1,26,100,3.28,BR,2023-11-01 09:46:17
386,dunedin,-45.8742,170.5036,12.11,96,100,1.34,NZ,2023-11-01 09:41:33
387,tinajo,29.0788,-13.7081,24.49,78,40,1.54,ES,2023-11-01 09:46:18
388,yeppoon,-23.1333,150.7333,24.88,79,7,5.02,AU,2023-11-01 09:46:18
